[aahed, 4.501494e-08]
[testy, 3.2354500000000003e-07]
[tetra, 4.44825e-07]
[texas, 2.6460500000000002e-05]
[texts, 4.141962e-05]
[thali, 5.373647999999999e-08]
[thana, 1.3525256000000002e-07]
[thane, 7.10703e-07]
[thang, 2.752274e-07]
[thank, 8.176628000000001e-05]
[thaws, 1.115064e-07]
[theca, 1.245668e-07]
[thees, 4.998515999999999e-08]
[theft, 8.024104e-06]
[thegn, 4.253252e-08]
[thein, 1.496754e-07]
[their, 0.002028576]
[thema, 1.512966e-07]
[theme, 2.572092e-05]
[there, 0.001763988]
[therm, 1.793658e-07]
[these, 0.0010919380000000002]
[theta, 1.208508e-06]
[thews, 5.6486399999999996e-08]
[thick, 4.485326e-05]
[thief, 7.071489999999999e-06]
[thigh, 8.832278e-06]
[thill, 4.70088e-08]
[thine, 6.66412e-06]
[thing, 0.0002504406]
[think, 0.0004720592]
[thins, 2.074534e-07]
[thiol, 6.052604000000001e-07]
[third, 0.00015541219999999997]
[thole, 5.186734e-08]
[thong, 1.1015204e-06]
[thorn, 3.4461520000000005e-06]
[thorp, 2.8624579999999997e-07]
[those, 0.0006227976]
[three, 0.0004516528]
[threw, 3.346528e-05]
[throb, 1.4914e-06]
[throe, 4.7029199999999995e-08]
[throw, 2.839144e-05]
[thrum, 3.3452739999999996e-07]
[thuds, 3.122272e-07]
[thugs, 1.54873e-06]
[thuja, 6.828867999999999e-08]
[thumb, 1.4745620000000001e-05]
[thump, 2.498024e-06]
[thunk, 3.8421120000000004e-07]
[thyme, 2.429484e-06]
[tiara, 6.193882e-07]
[tibia, 1.400848e-06]
[tical, 8.186911999999999e-08]
[tices, 5.267246e-08]
[tichy, 7.819939999999999e-08]
[ticks, 1.59968e-06]
[tidal, 4.210322e-06]
[tides, 2.507114e-06]
[tiers, 1.524716e-06]
[tiffs, 4.217499999999999e-08]
[tiger, 8.578304e-06]
[tight, 3.513514e-05]
[tikka, 1.2868320000000003e-07]
[tilak, 2.60261e-07]
[tilde, 1.198664e-07]
[tiled, 1.57146e-06]
[tiles, 4.1624120000000005e-06]
[tills, 1.482756e-07]
[tilly, 2.3076219999999995e-06]
[tilth, 6.026138e-08]
[tilts, 9.101788000000001e-07]
[timbo, 4.065722e-08]
[timed, 2.736962e-06]
[timer, 2.6775080000000004e-06]
[times, 0.0002415618]
[timid, 3.230534e-06]
[timon, 5.81878e-07]
[tinea, 4.80105e-07]
[tines, 2.4917300000000003e-07]
[tinge, 1.4399839999999997e-06]
[tings, 7.567804e-08]
[tinny, 3.6919280000000003e-07]
[tints, 6.865389999999999e-07]
[tipis, 6.708746e-08]
[tippy, 2.673954e-07]
[tipsy, 7.881790000000001e-07]
[tired, 3.4687120000000003e-05]
[tires, 3.880706e-06]
[titan, 1.562548e-06]
[titch, 8.497166e-08]
[titer, 4.6983539999999997e-07]
[tithe, 9.816842e-07]
[title, 5.519962e-05]
[titre, 1.988498e-07]
[titty, 1.0065265999999999e-07]
[tizzy, 1.5176180000000002e-07]
[toads, 6.522368e-07]
[toady, 1.1270122000000002e-07]
[toast, 6.962177999999999e-06]
[today, 0.0001486988]
[toddy, 2.7723379999999997e-07]
[toffs, 5.686242e-08]
[togas, 9.296351999999999e-08]
[toile, 7.100022e-08]
[toils, 5.94693e-07]
[tokay, 6.318800000000001e-08]
[token, 6.557176e-06]
[toker, 6.442706e-08]
[tolan, 1.5772940000000002e-07]
[tolls, 8.38028e-07]
[tolly, 1.3831219999999999e-07]
[toman, 1.2264148000000001e-07]
[tombs, 3.5815280000000003e-06]
[tomes, 4.4398959999999997e-07]
[tommy, 9.613466e-06]
[tomos, 5.035446e-08]
[tonal, 1.538918e-06]
[tondo, 8.054658000000001e-08]
[toned, 1.70933e-06]
[toner, 4.027408e-07]
[tones, 8.054008e-06]
[toney, 1.1676123999999999e-07]
[tonga, 7.365697999999999e-07]
[tongs, 9.740254e-07]
[tonic, 2.942766e-06]
[tonka, 7.891031999999999e-08]
[tonks, 1.1578201999999998e-07]
[tonne, 6.264574e-07]
[tonus, 7.74076e-08]
[tools, 5.505788e-05]
[tooth, 9.639326e-06]
[toots, 3.6408860000000003e-07]
[topaz, 6.358438e-07]
[toper, 4.444336e-08]
[tophi, 4.398942e-08]
[topic, 3.46705e-05]
[topoi, 3.347872e-07]
[topos, 6.791084e-07]
[toque, 1.391026e-07]
[torah, 4.371028e-06]
[toran, 9.961056000000001e-08]
[torch, 5.4154560000000006e-06]
[toric, 1.8026019999999999e-07]
[torii, 1.0249206e-07]
[toros, 9.671359999999999e-08]
[torso, 4.155722e-06]
[torta, 8.061348e-08]
[torte, 1.411608e-07]
[torts, 1.1386638000000002e-06]
[torus, 6.53751e-07]
[total, 0.0001316048]
[toted, 1.0286952e-07]
[totem, 1.0440734e-06]
[totes, 1.249128e-07]
[totty, 9.662054e-08]
[touch, 6.440013999999999e-05]
[tough, 1.736112e-05]
[tours, 7.491460000000001e-06]
[touts, 1.986452e-07]
[towed, 1.083712e-06]
[towel, 9.591914e-06]
[tower, 2.331996e-05]
[towns, 1.99373e-05]
[towse, 4.066346e-08]
[toxic, 1.2547939999999998e-05]
[toxin, 3.05779e-06]
[toyed, 9.402286e-07]
[trace, 2.248894e-05]
[track, 3.963176e-05]
[tract, 1.322114e-05]
[trade, 0.00011082429999999999]
[tragi, 8.705676000000001e-08]
[trail, 2.7501180000000002e-05]
[train, 4.924028e-05]
[trait, 7.849066000000001e-06]
[tramp, 2.223082e-06]
[trams, 5.116484e-07]
[trank, 4.440102e-08]
[tranq, 4.489834e-08]
[trans, 3.050178e-05]
[trant, 1.0232406000000002e-07]
[traps, 4.41065e-06]
[trash, 6.82154e-06]
[trawl, 3.70317e-07]
[trays, 2.1705020000000003e-06]
[tread, 3.6799060000000003e-06]
[treat, 3.3986900000000005e-05]
[treed, 1.3256204e-07]
[trees, 6.438368e-05]
[treks, 2.789724e-07]
[trend, 2.063926e-05]
[tress, 2.3001040000000003e-07]
[trews, 6.321094e-08]
[triac, 4.3785279999999995e-08]
[triad, 2.3843480000000002e-06]
[trial, 5.735798e-05]
[tribe, 1.4016540000000001e-05]
[trice, 2.999868e-07]
[trick, 1.219864e-05]
[tried, 0.00012798000000000003]
[trier, 8.739134e-07]
[tries, 1.37384e-05]
[trigo, 1.3427336e-07]
[trike, 1.0789502e-07]
[trill, 4.074302e-07]
[trims, 2.388188e-07]
[trine, 1.51612e-07]
[trios, 1.802726e-07]
[tripe, 3.019496e-07]
[trips, 1.0877153999999999e-05]
[trist, 2.107494e-07]
[trite, 5.52296e-07]
[troad, 5.8251159999999995e-08]
[trode, 5.521152e-08]
[trois, 9.243303999999999e-07]
[troll, 1.4581420000000002e-06]
[tromp, 1.955322e-07]
[trone, 5.761032000000001e-08]
[troop, 4.3155419999999995e-06]
[trope, 2.159768e-06]
[troth, 3.9523220000000007e-07]
[trots, 2.320096e-07]
[trout, 4.609505999999999e-06]
[trove, 7.44246e-07]
[truce, 2.366012e-06]
[truck, 2.649334e-05]
[truer, 1.0729198e-06]
[trull, 7.059168e-08]
[truly, 4.902888e-05]
[trump, 1.3776704e-05]
[trunk, 1.271696e-05]
[truss, 1.0275496e-06]
[trust, 9.09199e-05]
[truth, 0.0001228962]
[tryst, 4.522726e-07]
[tsars, 1.79631e-07]
[tsked, 1.798524e-07]
[tubal, 6.46965e-07]
[tubby, 2.65303e-07]
[tuber, 5.014984e-07]
[tubes, 7.813902e-06]
[tucks, 4.683598e-07]
[tuffs, 7.37427e-08]
[tufts, 1.2577100000000001e-06]
[tufty, 6.365102e-08]
[tulip, 8.27482e-07]
[tulle, 3.017154e-07]
[tulsi, 1.681302e-07]
[tummy, 1.462222e-06]
[tumor, 2.1188919999999998e-05]
[tunas, 8.43315e-08]
[tuned, 3.909986e-06]
[tuner, 2.009686e-07]
[tunes, 2.466726e-06]
[tunic, 2.68746e-06]
[tunny, 9.132387999999999e-08]
[tuple, 1.0528866e-06]
[turbo, 8.272364e-07]
[turds, 9.905496e-08]
[turfs, 5.0486859999999996e-08]
[turks, 4.7871860000000006e-06]
[turns, 4.0022020000000005e-05]
[tusks, 6.938638e-07]
[tutee, 4.1552e-08]
[tutor, 3.952922e-06]
[tutti, 8.13761e-07]
[tutus, 5.9247140000000006e-08]
[tuxes, 4.745078e-08]
[twain, 3.2280200000000004e-06]
[twang, 4.4653960000000006e-07]
[tweak, 7.329592e-07]
[tweed, 1.3122560000000002e-06]
[tweel, 4.8752640000000004e-08]
[tween, 7.120977999999999e-07]
[tweet, 1.7037800000000002e-06]
[twerp, 7.605532e-08]
[twice, 3.7745419999999994e-05]
[twigs, 2.050514e-06]
[twill, 6.678156e-07]
[twine, 1.080312e-06]
[twink, 6.469372e-08]
[twins, 9.639563999999998e-06]
[twirl, 5.34403e-07]
[twist, 8.993386e-06]
[twixt, 3.5866100000000004e-07]
[tyers, 5.791052e-08]
[tying, 3.5428139999999997e-06]
[tyler, 8.954939999999999e-06]
[typed, 3.6545480000000004e-06]
[types, 9.750486e-05]
[typic, 7.340762e-08]
[typos, 2.2219300000000004e-07]
[tyran, 6.322628e-08]
[tyres, 1.0079334000000002e-06]
[udder, 2.6351539999999996e-07]
[uhuru, 1.3269260000000001e-07]
[ulama, 6.516284e-07]
[ulcer, 2.7188719999999996e-06]
[ulema, 2.6160199999999996e-07]
[ulnar, 1.572132e-06]
[ultra, 5.0995940000000005e-06]
[umami, 2.69216e-07]
[umbel, 4.307436e-08]
[umber, 2.4901639999999995e-07]
[umble, 8.734006e-08]
[umbra, 2.241022e-07]
[ummah, 3.151304e-07]
[umrah, 4.51925e-08]
[unary, 2.96363e-07]
[uncle, 3.954616e-05]
[uncus, 5.0346799999999997e-08]
[uncut, 4.904904e-07]
[under, 0.000455683]
[undid, 1.362908e-06]
[undue, 3.022344e-06]
[unfed, 7.367205999999999e-08]
[unfit, 2.294658e-06]
[unica, 6.623203999999999e-08]
[unify, 1.158548e-06]
[union, 8.600657999999999e-05]
[unite, 4.5379440000000006e-06]
[units, 4.837218e-05]
[unity, 2.377636e-05]
[unlit, 5.621308e-07]
[unman, 4.4814100000000006e-08]
[unmet, 9.501952e-07]
[unpin, 4.70195e-08]
[unsay, 1.1349332e-07]
[unsee, 5.7689039999999994e-08]
[unset, 8.093514000000001e-08]
[untie, 8.381442000000001e-07]
[until, 0.0003000674]
[unwed, 3.274464e-07]
[unzip, 3.581486e-07]
[upend, 1.672864e-07]
[upped, 4.156412e-07]
[upper, 5.8731919999999994e-05]
[upset, 1.929382e-05]
[urate, 2.440732e-07]
[urban, 6.701002e-05]
[urged, 1.2529340000000002e-05]
[urges, 3.4105280000000006e-06]
[urine, 1.0791088e-05]
[usage, 1.727268e-05]
[users, 4.194264e-05]
[usher, 2.0070299999999996e-06]
[using, 0.00029952]
[usque, 2.863836e-07]
[usual, 4.76482e-05]
[usurp, 5.600184e-07]
[usury, 8.578446e-07]
[uteri, 1.230102e-07]
[utile, 1.524752e-07]
[utter, 9.776142000000001e-06]
[uveal, 1.743132e-07]
[uvula, 1.768496e-07]
[vacua, 4.73146e-08]
[vagal, 6.414347999999999e-07]
[vague, 1.2424460000000002e-05]
[vagus, 7.67141e-07]
[vakil, 6.46627e-08]
[vales, 2.261442e-07]
[valet, 2.005048e-06]
[valid, 2.209962e-05]
[valis, 9.363665999999999e-08]
[valor, 1.5496039999999999e-06]
[valse, 1.0211318e-07]
[value, 0.0002267028]
[valve, 1.185168e-05]
[vamps, 2.9409920000000003e-07]
[vanda, 1.49015e-07]
[vanes, 3.134194e-07]
[vapid, 2.5142399999999996e-07]
[vapor, 6.693542000000001e-06]
[varan, 4.40182e-08]
[varas, 9.227406e-08]
[vardy, 8.74847e-08]
[varia, 2.45139e-07]
[varix, 4.782582e-08]
[varna, 3.1128539999999997e-07]
[varus, 5.25554e-07]
[vases, 1.4602639999999999e-06]
[vault, 4.019464000000001e-06]
[vaunt, 1.1260456000000001e-07]
[veale, 1.0082854000000001e-07]
[veena, 2.1492359999999998e-07]
[veers, 2.8235960000000003e-07]
[vegan, 2.26023e-06]
[vegas, 4.702126e-06]
[veils, 1.0740099999999999e-06]
[veins, 1.092232e-05]
[veiny, 6.802108000000001e-08]
[velar, 2.181896e-07]
[veldt, 1.43508e-07]
[veles, 5.974064e-08]
[velum, 1.300768e-07]
[venae, 6.463454e-08]
[venal, 2.8524460000000004e-07]
[venom, 2.417992e-06]
[vents, 1.240532e-06]
[venue, 5.218342e-06]
[venus, 5.683246000000001e-06]
[verbs, 7.988855999999999e-06]
[verge, 4.4605159999999995e-06]
[verra, 2.190424e-07]
[verry, 7.872706000000001e-08]
[verse, 2.33729e-05]
[verso, 2.7973960000000004e-06]
[verts, 9.053836e-08]
[vertu, 1.4619980000000001e-07]
[verve, 3.29142e-07]
[vespa, 1.999678e-07]
[vesta, 5.712474e-07]
[vests, 8.804501999999999e-07]
[vetch, 2.725896e-07]
[vexed, 2.119064e-06]
[vexes, 9.630362e-08]
[vials, 1.0355960000000002e-06]
[vibes, 5.236002e-07]
[vicar, 3.050388e-06]
[vices, 2.875816e-06]
[vichy, 1.091499e-06]
[video, 4.036538e-05]
[views, 5.090146e-05]
[vigil, 1.527096e-06]
[vigor, 2.356196e-06]
[vilde, 2.7651806e-07]
[viler, 5.1013860000000004e-08]
[villa, 7.399578e-06]
[villi, 4.5210919999999995e-07]
[vinca, 1.2780599999999997e-07]
[viner, 2.836498e-07]
[vines, 4.074296e-06]
[vinyl, 2.79678e-06]
[viola, 2.068956e-06]
[viols, 8.046218e-08]
[viper, 1.05921e-06]
[viral, 9.458854000000001e-06]
[vireo, 7.869294000000001e-08]
[vires, 2.9762639999999996e-07]
[virga, 5.057256e-08]
[virtu, 5.8336840000000003e-08]
[virus, 1.9826960000000002e-05]
[visas, 1.5357739999999999e-06]
[vised, 4.277608e-08]
[visit, 6.77293e-05]
[vison, 4.481938e-08]
[visor, 8.742812e-07]
[vista, 2.357458e-06]
[visto, 3.102466e-07]
[vitae, 1.5645464e-06]
[vital, 2.489664e-05]
[vitas, 5.52187e-08]
[vitex, 5.709472e-08]
[vitro, 8.49345e-06]
[vivas, 1.0718082e-07]
[vivat, 4.710699999999999e-08]
[vives, 2.874334e-07]
[vivid, 8.11974e-06]
[vixen, 5.342600000000001e-07]
[vizir, 7.710922e-08]
[vlogs, 7.316686e-08]
[vocab, 1.0071549999999999e-07]
[vocal, 8.715668e-06]
[voces, 1.4868424e-07]
[vodka, 2.8804e-06]
[vodou, 2.414586e-07]
[vodun, 4.381976e-08]
[vogue, 1.8532540000000001e-06]
[voice, 0.00020778960000000001]
[voids, 1.200984e-06]
[voila, 1.9934239999999995e-07]
[voile, 1.1502579999999999e-07]
[volar, 4.0153860000000004e-07]
[voles, 2.798202e-07]
[volks, 1.8939386e-07]
[volta, 6.469455999999999e-07]
[volte, 2.838554e-07]
[volts, 1.1733774e-06]
[vomer, 8.694e-08]
[vomit, 2.3257659999999997e-06]
[voted, 6.932230000000001e-06]
[voter, 4.116912e-06]
[votes, 1.0162998000000002e-05]
[vouch, 6.864891999999999e-07]
[voulu, 8.752808e-08]
[vowed, 3.32822e-06]
[vowel, 3.6803739999999997e-06]
[voxel, 7.260246e-07]
[vroom, 2.0006240000000003e-07]
[vrouw, 2.5348058e-07]
[vulgo, 5.145982000000001e-08]
[vulva, 7.497834e-07]
[vying, 6.945894e-07]
[wacko, 7.835851999999999e-08]
[wacky, 3.55536e-07]
[waddy, 6.972284000000001e-08]
[waded, 1.0994639999999999e-06]
[wader, 5.650908e-08]
[wades, 1.0131286000000001e-07]
[wadis, 9.646834e-08]
[wafer, 1.648104e-06]
[wafts, 2.099884e-07]
[waged, 2.098268e-06]
[wager, 1.9750319999999998e-06]
[wages, 1.795236e-05]
[wagga, 1.2000201999999998e-07]
[wagon, 9.47814e-06]
[wagyu, 4.417278e-08]
[wahoo, 9.354073999999999e-08]
[waifs, 1.43963e-07]
[wails, 5.593553999999999e-07]
[waist, 1.9007760000000002e-05]
[waite, 6.763323999999999e-07]
[waits, 3.823794e-06]
[waive, 1.104494e-06]
[waked, 6.502975999999999e-07]
[waken, 4.093978e-07]
[wakes, 2.507638e-06]
[waldo, 1.203244e-06]
[wales, 1.380946e-05]
[walks, 1.519718e-05]
[walla, 3.5516119999999997e-07]
[walls, 5.35034e-05]
[wally, 1.52695e-06]
[waltz, 2.0002379999999997e-06]
[wands, 4.773928e-07]
[waned, 1.1746819999999999e-06]
[wanes, 2.706402e-07]
[wanly, 1.8614299999999997e-07]
[wanna, 4.114206e-06]
[wants, 5.699364e-05]
[waqfs, 5.338952e-08]
[warby, 5.311512e-08]
[wards, 2.744124e-06]
[wares, 1.9563960000000003e-06]
[warms, 8.593618000000001e-07]
[warns, 2.797302e-06]
[warps, 2.1208259999999999e-07]
[warre, 2.6482339999999996e-07]
[warts, 9.55002e-07]
[warty, 1.612814e-07]
[washy, 1.3842899999999998e-07]
[wasps, 1.0184398e-06]
[waste, 4.196058e-05]
[watch, 7.34427e-05]
[water, 0.0003303872]
[watts, 3.8402760000000005e-06]
[waugh, 8.534228000000001e-07]
[waved, 1.8426799999999998e-05]
[waver, 9.41037e-07]
[waves, 3.29438e-05]
[waxed, 1.423814e-06]
[waxen, 2.88969e-07]
[waxes, 4.6383960000000003e-07]
[wazir, 2.027558e-07]
[weald, 2.233974e-07]
[weals, 4.7394979999999995e-08]
[weans, 4.524352e-08]
[wears, 4.924811999999999e-06]
[weary, 9.744464e-06]
[weave, 3.1284339999999996e-06]
[webby, 4.9966199999999996e-08]
[weber, 8.792123999999999e-06]
[wedel, 1.330598e-07]
[wedge, 4.073570000000001e-06]
[weeds, 4.847118000000001e-06]
[weedy, 4.1800739999999996e-07]
[weeke, 5.203082e-08]
[weeks, 7.89023e-05]
[weems, 2.981546e-07]
[weeny, 6.312017999999999e-08]
[weeps, 5.80758e-07]
[weepy, 2.049754e-07]
[weigh, 5.571156e-06]
[weird, 1.3784579999999999e-05]
[weirs, 1.9880760000000002e-07]
[weise, 2.7653919999999997e-07]
[welch, 2.204274e-06]
[welds, 5.675012e-07]
[welke, 1.9734088e-07]
[wells, 1.1860439999999999e-05]
[welly, 5.623521999999999e-08]
[welsh, 6.172553999999999e-06]
[welts, 3.4812120000000003e-07]
[wench, 9.202224e-07]
[wends, 1.0616979999999999e-07]
[wests, 6.588014e-08]
[wetly, 1.4313740000000001e-07]
[whack, 1.0250464000000001e-06]
[whale, 5.57469e-06]
[whang, 8.999115999999999e-08]
[whare, 1.5892394000000002e-07]
[wharf, 2.249484e-06]
[whats, 2.3012680000000002e-07]
[whaur, 6.534102e-08]
[wheal, 1.296246e-07]
[wheat, 1.415516e-05]
[wheel, 2.178336e-05]
[wheen, 6.11638e-08]
[whelk, 6.103636e-08]
[whelp, 2.163258e-07]
[where, 0.000765294]
[whets, 4.246044e-08]
[which, 0.002061152]
[whiff, 1.5275779999999998e-06]
[whigs, 1.1682062e-06]
[while, 0.0005801339999999999]
[whilk, 5.7955520000000005e-08]
[whims, 1.0442952e-06]
[whine, 1.607964e-06]
[whiny, 2.750848e-07]
[whips, 1.3262340000000002e-06]
[whipt, 4.7812139999999997e-08]
[whirl, 1.5420540000000002e-06]
[whirr, 2.2853180000000001e-07]
[whish, 5.7977440000000005e-08]
[whisk, 3.091706e-06]
[whist, 4.4711280000000003e-07]
[white, 0.0002339336]
[whizz, 2.4192480000000003e-07]
[whole, 0.00021619120000000003]
[whomp, 4.2767180000000006e-08]
[whoop, 8.112173999999999e-07]
[whore, 3.207802e-06]
[whorl, 2.85498e-07]
[whose, 0.0001381142]
[whoso, 4.811414e-07]
[whump, 9.084386e-08]
[wicca, 2.1224259999999996e-07]
[wicks, 4.915838e-07]
[widen, 2.4311580000000002e-06]
[wider, 2.595518e-05]
[widow, 1.0801408e-05]
[width, 1.4595999999999999e-05]
[wield, 1.7214480000000002e-06]
[wifey, 8.144898000000001e-08]
[wigan, 2.818798e-07]
[wight, 1.0150764e-06]
[wikis, 3.47415e-07]
[wilco, 5.532338000000001e-08]
[wilds, 8.517724000000001e-07]
[wiles, 8.466404e-07]
[wills, 4.93886e-06]
[willy, 2.3649799999999997e-06]
[wilts, 1.6953380000000003e-07]
[wimps, 1.1465686e-07]
[wimpy, 1.933354e-07]
[wince, 1.387536e-06]
[winch, 8.013344e-07]
[winds, 1.105694e-05]
[windy, 1.947308e-06]
[wined, 9.160944000000002e-08]
[wines, 4.765896e-06]
[winge, 5.0722920000000005e-08]
[wings, 2.0217559999999998e-05]
[winks, 9.206265999999998e-07]
[winna, 7.818584000000001e-08]
[winos, 4.985348e-08]
[wiped, 1.262422e-05]
[wiper, 2.88338e-07]
[wipes, 1.431708e-06]
[wired, 3.566484e-06]
[wires, 6.110545999999999e-06]
[wised, 5.928656e-08]
[wiser, 3.4541919999999997e-06]
[wisht, 1.0832192000000001e-07]
[wisps, 9.489764e-07]
[wispy, 6.422342e-07]
[witan, 5.9102039999999995e-08]
[witch, 1.094272e-05]
[withe, 4.3259179999999995e-08]
[withy, 5.146134e-08]
[witty, 2.28608e-06]
[wives, 1.453242e-05]
[woful, 8.247194e-08]
[woken, 2.7415699999999997e-06]
[wolds, 7.206468000000001e-08]
[wolfs, 6.163408000000001e-08]
[woman, 0.00024400340000000002]
[wombs, 2.43212e-07]
[women, 0.000325652]
[wonky, 2.0761479999999999e-07]
[woods, 2.4509440000000002e-05]
[woody, 2.984542e-06]
[wooed, 4.204638e-07]
[wooer, 9.326172e-08]
[wools, 1.0107016e-07]
[wooly, 1.4223620000000001e-07]
[woozy, 3.988652e-07]
[words, 0.0002633512]
[wordy, 3.312536e-07]
[works, 0.0001110396]
[world, 0.000550316]
[worms, 4.152878e-06]
[wormy, 9.709243999999999e-08]
[worry, 4.443928e-05]
[worse, 5.138892000000001e-05]
[worst, 3.12257e-05]
[worth, 6.346285999999999e-05]
[worts, 4.427548e-08]
[would, 0.0017049320000000004]
[wound, 2.73388e-05]
[woven, 5.161908e-06]
[wowed, 1.1157299999999999e-07]
[wrack, 2.167842e-07]
[wrang, 5.724734000000001e-08]
[wraps, 2.64953e-06]
[wrapt, 2.1952800000000003e-07]
[wrath, 8.685152e-06]
[wreak, 7.418119999999999e-07]
[wreck, 4.713624000000001e-06]
[wrens, 2.007678e-07]
[wrest, 6.534344e-07]
[wring, 8.154023999999999e-07]
[wrist, 1.361658e-05]
[write, 8.124126e-05]
[writs, 5.180896e-07]
[wrong, 0.000107048]
[wrote, 7.987140000000001e-05]
[wroth, 6.921316e-07]
[wrung, 1.514482e-06]
[wryly, 1.310946e-06]
[wurst, 1.0132312e-07]
[wushu, 9.211544000000001e-08]
[wuxia, 5.202906e-08]
[xenia, 2.31404e-07]
[xenon, 4.1924520000000006e-07]
[xeric, 5.443622e-08]
[xerox, 5.377942000000001e-07]
[xrays, 5.930722000000001e-08]
[xylan, 1.2177686000000001e-07]
[xylem, 5.348912e-07]
[yacht, 3.82672e-06]
[yager, 1.578382e-07]
[yahoo, 7.294296e-07]
[yamen, 1.3447566e-07]
[yanks, 7.646014e-07]
[yappy, 4.694828e-08]
[yards, 1.69816e-05]
[yarns, 1.093474e-06]
[yates, 1.964208e-06]
[yawed, 4.5074480000000005e-08]
[yawns, 3.7357399999999993e-07]
[yearn, 9.116104e-07]
[years, 0.0004952026]
[yeast, 5.806948e-06]
[yells, 2.266282e-06]
[yelps, 2.444816e-07]
[yerba, 1.565046e-07]
[yeses, 6.865028e-08]
[yetis, 4.039223999999999e-08]
[yield, 2.821524e-05]
[yikes, 2.783786e-07]
[yodel, 7.4139e-08]
[yogas, 7.159736e-08]
[yogic, 4.028458e-07]
[yogin, 7.55015e-08]
[yogis, 3.23724e-07]
[yoked, 4.27825e-07]
[yokel, 9.694046e-08]
[yokes, 2.177016e-07]
[yolks, 1.090095e-06]
[yorks, 1.4632139999999997e-07]
[young, 0.0002534789999999999]
[yourn, 1.1234037999999999e-07]
[yours, 2.817482e-05]
[youse, 2.468508e-07]
[youth, 5.3241140000000004e-05]
[yucca, 3.5971480000000003e-07]
[yucky, 1.117622e-07]
[yukos, 9.771906e-08]
[yulan, 6.082833999999998e-08]
[yummy, 6.578214000000001e-07]
[yurts, 9.22423e-08]
[zacks, 7.05176e-08]
[zaida, 5.390832e-08]
[zaire, 6.61291e-07]
[zakat, 3.254002e-07]
[zaman, 5.303442e-07]
[zambo, 4.2350040000000005e-08]
[zante, 5.3320079999999996e-08]
[zazen, 1.400924e-07]
[zebra, 1.0607794e-06]
[zebub, 4.882358e-08]
[zeros, 1.7722259999999998e-06]
[zesty, 1.614088e-07]
[zetas, 1.780722e-07]
[zilch, 1.2919763999999998e-07]
[zilla, 9.651178000000001e-08]
[zines, 1.39356e-07]
[zingy, 4.604948e-08]
[zippo, 1.4561719999999998e-07]
[zippy, 1.1664245999999998e-07]
[zloty, 5.653408e-08]
[zonal, 5.638338e-07]
[zoned, 4.397734000000001e-07]
[zones, 1.234082e-05]
[zooey, 7.614746e-08]
[zooms, 3.209372e-07]
[zorro, 1.999778e-07]
[zulus, 2.8811440000000003e-07]
[zupan, 4.865664e-08]
[zygon, 5.496122e-08]
